timestamp, index, name, memory.total [MiB], memory.used [MiB], utilization.gpu [%]
2026/03/27 11:45:04.782, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:04.783, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:04.783, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:04.783, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:04.931, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:04.932, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:04.932, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:04.932, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:05.932, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:05.932, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:05.932, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:05.932, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:05.932, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:05.932, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:05.932, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:05.933, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:06.933, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:07.013, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:07.013, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:07.013, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:07.013, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:07.013, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:07.013, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:07.013, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:08.014, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:08.014, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:08.014, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:08.014, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:08.014, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:08.014, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:08.111, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 12 %
2026/03/27 11:45:08.112, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:09.112, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:09.112, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:09.112, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:09.112, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:09.112, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:09.112, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:09.112, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:09.112, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:10.113, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:10.113, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:10.113, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:10.304, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:10.304, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 99 %
2026/03/27 11:45:10.304, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:10.304, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:10.304, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:11.305, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:11.305, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:11.305, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:11.305, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:11.305, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:11.305, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:11.305, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:11.305, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:12.305, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:12.306, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:12.306, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:12.306, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:12.306, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:12.306, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:12.306, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:12.306, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:13.306, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:13.306, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:13.306, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:13.306, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:13.318, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:13.318, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:13.318, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:13.318, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:14.319, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:14.319, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:14.319, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:14.319, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:14.319, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:14.319, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:14.319, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:14.319, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:15.319, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 84 %
2026/03/27 11:45:15.578, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:15.578, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:15.579, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:15.579, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:15.579, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:15.579, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:15.579, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:16.579, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 92 %
2026/03/27 11:45:16.579, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:16.579, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:16.579, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:16.579, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:16.580, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:16.636, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:16.636, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:17.636, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 69 %
2026/03/27 11:45:17.637, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:17.637, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 99 %
2026/03/27 11:45:17.637, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:17.637, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:17.637, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:17.637, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:17.637, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:18.637, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:18.637, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:18.637, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:18.803, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:18.803, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:18.804, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:18.804, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:18.804, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:19.804, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:19.804, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:19.804, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:19.804, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:19.804, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:19.804, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:19.804, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 19944 MiB, 0 %
2026/03/27 11:45:19.804, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:20.825, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:20.826, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:20.826, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:20.826, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:20.826, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:20.826, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:20.826, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 45372 MiB, 16 %
2026/03/27 11:45:20.826, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 0 %
2026/03/27 11:45:21.826, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:21.895, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:21.896, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 99 %
2026/03/27 11:45:22.116, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:22.116, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:22.117, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:22.280, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 45372 MiB, 0 %
2026/03/27 11:45:22.281, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 0 %
2026/03/27 11:45:23.283, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:23.283, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:23.283, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:23.283, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:23.283, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 99 %
2026/03/27 11:45:23.283, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:23.283, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 100 %
2026/03/27 11:45:23.284, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 0 %
2026/03/27 11:45:24.284, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:24.284, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:24.284, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:24.434, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 99 %
2026/03/27 11:45:24.434, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:24.434, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:24.434, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:24.435, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:25.435, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:25.435, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:25.435, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 99 %
2026/03/27 11:45:25.435, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:25.435, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 99 %
2026/03/27 11:45:25.435, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:25.435, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:25.435, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:26.436, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 0 %
2026/03/27 11:45:26.436, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 98 %
2026/03/27 11:45:26.436, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:26.436, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:26.436, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:26.436, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:26.436, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:26.437, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:27.437, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 90 %
2026/03/27 11:45:27.437, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:27.437, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:27.437, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:27.437, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:27.625, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:27.625, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:27.625, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:28.625, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 90 %
2026/03/27 11:45:28.625, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:28.626, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:28.626, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:28.626, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:28.626, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:28.626, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:28.626, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:29.626, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 51 %
2026/03/27 11:45:29.626, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:29.750, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:29.751, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:29.751, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:29.751, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:29.751, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:29.751, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:30.751, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:30.751, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:30.751, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:30.751, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:30.751, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:30.752, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:30.752, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 14 %
2026/03/27 11:45:30.752, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:31.936, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:31.936, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:31.936, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:31.936, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:31.936, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:31.936, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:31.937, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:31.937, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:32.937, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 2 %
2026/03/27 11:45:32.937, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:32.937, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 99 %
2026/03/27 11:45:32.937, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:33.036, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:33.036, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:33.036, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:33.036, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:34.037, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:34.037, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:34.037, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:34.037, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:34.037, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:34.037, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:34.037, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:34.037, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:35.037, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 6 %
2026/03/27 11:45:35.113, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:35.114, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:35.114, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:35.114, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
2026/03/27 11:45:35.114, 5, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 2 MiB, 0 %
2026/03/27 11:45:35.114, 6, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 16254 MiB, 0 %
2026/03/27 11:45:35.114, 7, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21460 MiB, 100 %
2026/03/27 11:45:36.115, 0, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 15890 MiB, 1 %
2026/03/27 11:45:36.115, 1, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 29003 MiB, 100 %
2026/03/27 11:45:36.115, 2, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 21991 MiB, 100 %
2026/03/27 11:45:36.115, 3, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17248 MiB, 100 %
2026/03/27 11:45:36.115, 4, NVIDIA RTX 6000 Ada Generation, 49140 MiB, 17260 MiB, 100 %
